PassengerId,HomePlanet,CryoSleep,Deck,Num,Side,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,FirstName,LastName,Spa,VRDeck,Transported
0025_01,1,0,6,6,2,3,15.0,0,0.0,225.0,0.0,93,932,998.0,0.0,0
0026_01,3,0,3,0,1,1,34.0,0,22.0,6073.0,0.0,1090,1987,1438.0,328.0,0
0028_01,2,0,6,8,1,3,43.0,0,1125.0,0.0,136.0,904,955,48.0,0.0,0
0030_01,1,0,7,4,2,3,32.0,0,0.0,850.0,81.0,1861,1573,437.0,453.0,0
0031_01,2,0,6,9,1,3,47.0,0,214.0,0.0,1411.0,2319,1180,0.0,1229.0,1
0031_02,2,0,6,9,1,3,2.0,0,0.0,0.0,0.0,2201,1180,0.0,0.0,1
0031_03,2,0,6,9,1,3,20.0,0,-1.0,0.0,1750.0,1531,1180,990.0,0.0,1
0034_01,3,1,4,1,2,1,28.0,0,0.0,0.0,0.0,60,1769,0.0,0.0,1
0035_01,2,0,4,1,1,1,23.0,0,784.0,964.0,0.0,2359,1806,951.0,0.0,0
0036_01,1,0,6,8,2,1,15.0,-1,0.0,492.0,48.0,1661,1930,20.0,401.0,0
0038_01,1,0,6,10,2,1,20.0,0,554.0,195.0,0.0,417,741,2606.0,0.0,0
0039_01,1,1,7,1,1,1,30.0,0,0.0,0.0,-1.0,1040,1712,0.0,0.0,0
0041_01,1,1,7,2,1,3,17.0,0,0.0,0.0,0.0,1465,137,0.0,0.0,1
0043_01,3,0,2,3,1,3,45.0,0,0.0,164.0,45.0,241,1867,2511.0,855.0,0
0044_01,1,1,7,3,1,3,55.0,0,0.0,0.0,0.0,1297,2333,0.0,0.0,0
0044_02,1,1,7,3,1,1,4.0,0,0.0,0.0,0.0,1693,2333,0.0,0.0,1
0044_03,1,1,7,3,1,2,21.0,0,0.0,0.0,0.0,2086,2333,0.0,0.0,1
0045_01,2,0,6,10,1,3,21.0,0,970.0,0.0,180.0,1914,1549,0.0,64.0,0
0045_02,2,1,6,10,1,0,19.0,0,0.0,0.0,0.0,1415,1549,0.0,0.0,1
0050_01,1,0,5,1,2,1,35.0,0,790.0,0.0,0.0,1085,1585,-1.0,0.0,0
0051_01,1,0,5,2,2,3,56.0,0,0.0,112.0,0.0,2666,48,1379.0,127.0,0
0052_01,1,0,7,6,2,3,-1.0,0,4.0,0.0,2.0,182,2375,4683.0,0.0,0
0053_01,1,0,6,11,2,3,25.0,0,0.0,0.0,1938.0,2770,1362,0.0,1.0,1
0056_01,3,0,1,1,2,3,2.0,0,0.0,0.0,0.0,2685,1305,0.0,0.0,1
0056_02,3,1,1,1,2,3,38.0,0,0.0,0.0,0.0,32,1305,0.0,0.0,1
0056_03,3,0,1,1,2,3,27.0,0,279.0,605.0,3374.0,1423,1305,286.0,3.0,1
0058_01,1,1,7,7,2,2,36.0,0,0.0,0.0,0.0,1464,143,0.0,0.0,0
0061_01,1,0,6,12,2,3,22.0,0,45.0,1096.0,148.0,2040,308,1377.0,1.0,0
0062_01,1,0,6,13,2,3,62.0,0,0.0,592.0,0.0,2591,631,17.0,25.0,0
0064_01,2,1,6,14,2,3,15.0,0,0.0,0.0,0.0,1915,1560,0.0,0.0,1
0064_02,0,1,5,3,2,3,33.0,0,0.0,0.0,-1.0,1385,796,0.0,0.0,1
0066_01,1,0,7,6,1,3,62.0,0,1.0,153.0,197.0,1698,621,0.0,460.0,0
0067_01,1,1,7,10,2,2,0.0,0,0.0,0.0,0.0,240,1009,0.0,0.0,1
0067_02,1,0,7,10,2,3,18.0,0,1.0,258.0,446.0,925,1009,0.0,0.0,1
0067_03,1,0,6,15,2,1,21.0,0,1946.0,37.0,0.0,2806,1009,0.0,24.0,0
0068_01,2,0,5,4,2,3,-1.0,0,793.0,0.0,2.0,2674,2339,253.0,0.0,0
0069_01,1,0,6,16,2,3,42.0,0,887.0,0.0,9.0,1915,1560,6.0,0.0,1
0070_01,1,0,6,13,1,3,19.0,0,190.0,0.0,5.0,2879,544,1.0,726.0,0
0071_01,1,0,6,14,1,3,17.0,0,16.0,2165.0,0.0,1365,439,0.0,52.0,0
0072_01,1,0,6,17,2,3,14.0,0,0.0,1.0,0.0,521,2260,0.0,1063.0,0
0073_01,2,0,4,3,1,2,37.0,0,46.0,83.0,738.0,467,2107,0.0,12.0,0
0074_01,3,0,3,3,2,3,42.0,0,1.0,8397.0,0.0,1181,2138,0.0,506.0,1
0076_01,2,0,6,18,2,3,27.0,0,147.0,0.0,1018.0,2482,2181,0.0,0.0,1
0077_01,2,0,6,15,1,3,28.0,0,14.0,0.0,1295.0,1875,2267,0.0,0.0,1
0078_01,3,0,3,4,2,3,38.0,0,0.0,5840.0,0.0,712,375,321.0,9654.0,0
0081_01,1,1,7,13,2,3,13.0,0,0.0,0.0,0.0,1330,1023,0.0,0.0,0
0082_01,2,0,6,16,1,3,42.0,0,7406.0,0.0,0.0,523,2196,0.0,0.0,0
0082_02,2,1,6,16,1,3,2.0,0,0.0,0.0,0.0,2732,2196,0.0,0.0,1
0082_03,2,0,6,16,1,3,8.0,0,0.0,0.0,0.0,1915,1560,0.0,0.0,1
0084_01,1,0,7,14,2,3,24.0,0,688.0,0.0,0.0,194,1668,0.0,17.0,1
0085_01,3,1,3,5,2,3,40.0,0,0.0,0.0,0.0,364,1759,0.0,0.0,1
0086_01,1,0,6,17,1,3,43.0,0,211.0,0.0,0.0,1297,176,638.0,513.0,0
0088_01,2,1,5,5,2,2,45.0,0,0.0,0.0,0.0,1208,1554,0.0,0.0,1
0090_01,1,1,7,15,2,3,35.0,0,0.0,0.0,0.0,2145,901,0.0,0.0,1
0091_01,1,1,7,16,2,3,26.0,0,-1.0,0.0,0.0,530,740,0.0,0.0,1
0091_02,1,0,6,20,2,3,27.0,0,1.0,697.0,31.0,1494,740,188.0,0.0,0
0092_01,1,0,7,9,1,3,19.0,0,0.0,0.0,670.0,945,231,1.0,34.0,0
0092_02,1,1,7,9,1,3,0.0,0,0.0,0.0,-1.0,2390,1845,0.0,0.0,1
0092_03,1,1,7,9,1,3,3.0,0,0.0,0.0,0.0,400,1845,0.0,0.0,1
0097_01,3,0,1,2,2,3,54.0,0,0.0,1208.0,0.0,2087,204,3.0,637.0,0
0098_01,1,0,7,11,1,3,26.0,0,0.0,856.0,5.0,1656,906,32.0,0.0,0
0098_02,1,0,7,11,1,3,26.0,0,0.0,2811.0,957.0,919,906,0.0,87.0,1
0099_01,1,0,6,19,1,2,23.0,0,311.0,427.0,526.0,140,448,37.0,0.0,0
0099_02,1,-1,7,12,1,3,2.0,0,0.0,0.0,0.0,1858,1862,0.0,0.0,1
0101_01,2,1,0,0,0,3,31.0,0,0.0,0.0,0.0,1408,1066,0.0,0.0,1
0102_01,1,0,6,23,2,3,18.0,0,0.0,0.0,0.0,325,1127,830.0,91.0,0
0103_01,1,0,6,24,2,3,24.0,0,0.0,-1.0,0.0,2580,927,0.0,17.0,1
0103_02,1,1,7,18,2,1,9.0,0,0.0,0.0,0.0,2715,927,0.0,0.0,1
0103_03,1,1,7,18,2,3,6.0,0,0.0,0.0,0.0,2419,927,0.0,0.0,0
0105_01,1,-1,6,21,1,3,27.0,0,0.0,0.0,570.0,948,392,2.0,131.0,0
0107_01,2,0,4,2,2,3,21.0,0,1743.0,5.0,17.0,2319,1754,0.0,0.0,0
0108_01,1,1,7,19,2,3,23.0,0,0.0,0.0,0.0,2412,1430,0.0,0.0,0
0108_02,1,0,7,19,2,3,31.0,0,562.0,0.0,326.0,1915,1560,0.0,0.0,0
0108_03,1,0,7,19,2,3,0.0,-1,0.0,0.0,0.0,2475,1430,0.0,0.0,1
0110_01,3,0,0,0,0,3,32.0,0,0.0,410.0,6.0,832,892,3929.0,764.0,0
0110_02,3,-1,2,5,1,3,40.0,0,0.0,331.0,0.0,1773,494,0.0,1687.0,0
0110_03,3,0,2,5,1,3,42.0,0,2209.0,11418.0,0.0,2440,892,1868.0,445.0,1
0110_04,3,1,2,5,1,3,28.0,0,0.0,0.0,0.0,1843,892,0.0,0.0,1
0111_01,3,1,5,6,2,3,29.0,0,0.0,0.0,0.0,1674,129,0.0,0.0,1
0112_01,3,0,2,1,2,1,48.0,1,0.0,2537.0,87.0,1256,384,17.0,13.0,1
0113_01,1,0,6,23,1,3,64.0,0,0.0,0.0,804.0,70,2245,0.0,0.0,1
0114_01,1,0,7,20,2,3,27.0,0,82.0,157.0,429.0,2823,1111,238.0,1.0,0
0115_01,2,-1,6,24,1,3,26.0,0,0.0,0.0,0.0,1679,1076,0.0,-1.0,1
0116_01,3,0,4,4,1,3,33.0,0,1.0,2223.0,0.0,993,2291,12.0,404.0,1
0119_01,0,0,1,0,1,3,39.0,0,0.0,2344.0,0.0,1143,633,65.0,6898.0,0
0119_02,3,1,1,0,1,3,13.0,0,0.0,0.0,0.0,1593,633,0.0,0.0,1
0120_01,2,1,6,25,1,3,24.0,0,0.0,0.0,0.0,1323,1554,0.0,-1.0,1
0122_01,1,0,7,21,2,3,29.0,0,0.0,0.0,0.0,1305,1001,699.0,74.0,0
0123_01,1,0,6,27,1,3,18.0,0,55.0,597.0,49.0,2183,2135,0.0,1.0,0
0126_01,2,1,6,27,2,3,67.0,0,0.0,0.0,0.0,766,1645,0.0,0.0,1
0127_01,2,0,5,7,2,3,35.0,0,701.0,0.0,296.0,2015,683,0.0,25.0,0
0128_01,2,0,4,3,2,3,61.0,1,2353.0,334.0,9.0,2005,777,316.0,2.0,0
0128_02,2,0,5,8,2,3,45.0,0,2103.0,6.0,0.0,1174,777,0.0,0.0,0
0129_01,1,1,7,22,2,2,22.0,0,0.0,0.0,-1.0,2849,841,0.0,0.0,1
0133_01,2,1,6,29,2,3,19.0,0,0.0,0.0,0.0,1478,2373,0.0,0.0,1
0133_02,2,0,4,5,2,3,36.0,0,2738.0,0.0,0.0,2473,2373,0.0,0.0,0
0134_01,1,0,7,17,1,3,19.0,0,0.0,14.0,730.0,2803,1471,0.0,0.0,1
0136_01,1,0,7,23,2,2,47.0,0,97.0,418.0,126.0,1915,1560,25.0,55.0,0
0138_01,1,1,7,18,1,3,13.0,0,0.0,0.0,0.0,460,387,0.0,0.0,1
0138_02,1,0,5,5,1,0,34.0,0,0.0,22.0,0.0,952,387,564.0,207.0,0
0139_01,3,1,3,6,2,1,35.0,0,0.0,0.0,0.0,511,507,0.0,0.0,1
0140_01,1,1,7,19,1,3,24.0,0,0.0,0.0,0.0,2628,1278,0.0,0.0,1
0140_02,1,0,6,29,1,3,26.0,0,440.0,0.0,0.0,813,1177,0.0,462.0,0
0141_01,2,0,6,30,1,3,31.0,0,-1.0,0.0,97.0,2543,788,0.0,0.0,0
0144_01,1,0,6,31,2,3,20.0,0,0.0,420.0,210.0,1075,2047,0.0,0.0,1
0146_01,1,0,7,25,2,3,56.0,0,0.0,0.0,0.0,1139,146,0.0,0.0,0
0147_01,1,1,7,26,2,3,50.0,0,0.0,0.0,0.0,1851,843,0.0,0.0,1
0148_01,2,0,6,31,1,3,42.0,0,1072.0,0.0,10.0,1516,590,0.0,76.0,0
0149_01,1,1,7,27,2,1,-1.0,0,0.0,0.0,0.0,1373,843,0.0,0.0,1
0151_01,1,1,7,20,1,1,38.0,0,0.0,0.0,0.0,2064,2286,0.0,0.0,0
0152_01,1,0,6,32,1,0,41.0,0,0.0,0.0,0.0,2485,1883,0.0,607.0,0
0160_01,1,0,7,22,1,3,22.0,0,4119.0,0.0,0.0,2544,1545,0.0,61.0,0
0163_01,3,1,2,8,1,3,26.0,0,0.0,0.0,0.0,1616,1597,0.0,0.0,1
0163_02,3,1,2,8,1,3,17.0,0,0.0,0.0,0.0,988,1597,0.0,0.0,1
0164_01,1,0,7,28,2,3,57.0,0,50.0,1688.0,0.0,2028,797,-1.0,135.0,1
0164_02,1,1,7,28,2,2,17.0,0,0.0,0.0,0.0,2362,797,0.0,0.0,0
0165_01,2,1,6,37,1,3,35.0,-1,0.0,0.0,0.0,362,1923,0.0,0.0,1
0167_01,2,1,6,35,2,3,13.0,0,0.0,0.0,0.0,1395,734,0.0,0.0,1
0167_02,2,0,6,35,2,3,27.0,0,1365.0,0.0,48.0,495,734,22.0,137.0,0
0169_01,1,1,7,23,1,3,31.0,0,0.0,0.0,0.0,1178,2241,0.0,0.0,0
0170_01,1,0,5,10,2,3,24.0,0,0.0,0.0,0.0,321,4,221.0,567.0,0
0171_01,1,1,7,30,2,2,19.0,0,0.0,0.0,0.0,2392,1906,0.0,0.0,1
0172_01,1,1,7,24,1,3,32.0,0,0.0,0.0,0.0,1744,48,0.0,0.0,1
0173_01,1,-1,5,11,2,3,58.0,0,0.0,985.0,0.0,2769,534,5.0,0.0,1
0174_01,1,0,6,38,1,1,21.0,0,287.0,0.0,16.0,1292,1260,115.0,175.0,0
0177_01,3,0,2,2,2,3,38.0,0,0.0,10346.0,1.0,1737,1042,14970.0,2111.0,0
0178_01,2,0,4,6,2,3,38.0,0,3414.0,0.0,161.0,312,1626,28.0,119.0,0
0179_01,1,0,7,26,1,3,19.0,0,1.0,219.0,673.0,182,213,2.0,11.0,1
0179_02,1,0,7,26,1,3,0.0,0,0.0,0.0,0.0,392,213,0.0,0.0,0
0179_03,1,0,7,26,1,3,3.0,0,0.0,0.0,0.0,2333,213,0.0,0.0,1
0181_01,1,0,7,27,1,3,20.0,0,0.0,0.0,3.0,1585,544,299.0,92.0,0
0182_01,3,1,3,3,1,3,24.0,0,0.0,0.0,0.0,982,287,0.0,0.0,1
0183_01,1,0,6,36,2,3,37.0,0,17.0,146.0,426.0,2357,1701,0.0,232.0,1
0186_01,1,0,7,28,1,3,25.0,0,62.0,0.0,0.0,1343,2199,0.0,956.0,0
0188_01,1,1,7,31,2,3,56.0,0,0.0,0.0,0.0,1912,2276,0.0,0.0,1
0189_01,1,0,5,8,1,1,49.0,0,84.0,3.0,401.0,548,1663,202.0,98.0,0
0190_01,1,1,7,32,2,1,11.0,0,0.0,0.0,0.0,1915,1560,0.0,0.0,0
0192_01,1,1,7,29,1,3,1.0,0,0.0,0.0,0.0,864,908,0.0,0.0,1
0192_02,1,0,7,29,1,3,8.0,0,0.0,0.0,0.0,2268,908,0.0,0.0,0
0192_03,1,0,7,29,1,3,39.0,0,0.0,0.0,10.0,1326,908,898.0,0.0,0
0193_01,2,1,6,41,1,3,2.0,0,0.0,0.0,0.0,254,1997,0.0,0.0,1
0193_02,2,0,6,41,1,3,23.0,0,-1.0,0.0,8.0,1440,1997,1072.0,0.0,0
0193_03,2,0,6,41,1,3,0.0,0,0.0,0.0,0.0,2125,1997,0.0,0.0,1
0195_01,2,0,6,42,1,3,39.0,0,406.0,0.0,867.0,1686,734,0.0,0.0,1
0196_01,2,0,4,5,1,2,25.0,0,1052.0,0.0,719.0,731,1060,0.0,7.0,0
0197_01,3,0,3,5,1,3,36.0,0,0.0,972.0,0.0,1241,2164,795.0,575.0,0
0198_01,1,-1,7,30,1,2,52.0,0,0.0,0.0,0.0,845,1027,0.0,0.0,1
0199_01,1,1,7,33,2,3,18.0,0,0.0,0.0,0.0,903,2297,0.0,0.0,0
0200_01,1,1,7,31,1,3,15.0,0,0.0,0.0,0.0,2408,189,0.0,0.0,1
0201_01,3,1,2,3,2,3,35.0,0,0.0,0.0,0.0,2149,2299,0.0,0.0,1
0201_02,3,1,2,3,2,3,47.0,0,0.0,0.0,0.0,1232,2299,0.0,0.0,1
0202_01,3,1,2,9,1,1,45.0,0,0.0,0.0,0.0,1314,1971,0.0,0.0,1
0202_02,3,0,1,2,1,1,-1.0,0,0.0,2433.0,-1.0,669,1971,878.0,443.0,1
0203_01,3,1,3,8,2,3,51.0,0,0.0,0.0,0.0,1877,2197,0.0,0.0,1
0205_01,1,0,7,34,2,3,29.0,0,0.0,2.0,66.0,648,396,0.0,705.0,0
0206_01,3,0,3,9,2,1,-1.0,0,2.0,1720.0,12.0,2536,821,1125.0,122.0,1
0207_01,1,1,7,32,1,2,19.0,0,0.0,0.0,0.0,1146,1345,0.0,0.0,0
0210_01,0,1,4,6,1,1,24.0,0,0.0,0.0,-1.0,601,194,0.0,0.0,1
0211_01,2,0,6,44,1,3,29.0,0,902.0,1.0,137.0,2373,84,0.0,0.0,1
0211_02,2,1,6,44,1,3,11.0,0,0.0,0.0,0.0,1516,84,0.0,0.0,1
0211_03,2,0,6,44,1,3,17.0,0,848.0,0.0,307.0,1793,1280,182.0,0.0,0
0212_01,1,0,5,9,1,3,13.0,0,192.0,0.0,0.0,36,469,51.0,739.0,0
0212_02,1,0,6,45,1,3,35.0,0,147.0,188.0,0.0,1547,469,10.0,387.0,0
0213_01,1,0,6,46,1,3,21.0,0,367.0,281.0,0.0,206,2091,0.0,146.0,0
0216_01,1,0,6,40,2,1,21.0,0,0.0,56.0,0.0,196,1802,0.0,1918.0,0
0217_01,1,0,6,47,1,3,38.0,0,1517.0,0.0,0.0,2497,2316,27.0,0.0,0
0219_01,1,1,7,36,1,3,19.0,0,0.0,0.0,0.0,457,1059,0.0,0.0,1
0220_01,1,1,7,37,1,3,2.0,0,0.0,0.0,0.0,2786,1067,0.0,0.0,1
0220_02,1,0,7,37,1,3,0.0,0,0.0,0.0,0.0,463,1067,0.0,0.0,1
0220_03,1,1,7,37,1,3,13.0,0,0.0,0.0,0.0,2037,1067,0.0,0.0,0
0220_04,1,0,5,10,1,3,25.0,0,122.0,84.0,-1.0,1778,1067,0.0,0.0,0
0220_05,1,0,6,48,1,3,16.0,0,0.0,3.0,0.0,2806,1067,0.0,1099.0,0
0220_06,1,0,7,37,1,1,1.0,0,0.0,0.0,0.0,1165,1067,0.0,0.0,0
0220_07,1,1,7,37,1,3,15.0,0,0.0,0.0,0.0,1002,1067,0.0,0.0,1
0221_01,2,0,5,13,2,1,21.0,0,2237.0,0.0,119.0,2488,1389,0.0,0.0,0
0221_02,2,0,5,13,2,3,23.0,0,1215.0,80.0,1.0,2174,264,2.0,0.0,0
0221_03,2,0,5,13,2,3,33.0,0,1933.0,12.0,188.0,872,264,1.0,0.0,0
0221_04,2,1,5,13,2,3,21.0,0,0.0,0.0,0.0,694,264,0.0,0.0,1
0221_05,2,0,5,13,2,3,41.0,0,1230.0,0.0,301.0,20,264,43.0,1023.0,0
0221_06,2,0,5,13,2,3,16.0,0,915.0,0.0,221.0,2545,264,234.0,0.0,0
0221_07,2,1,5,13,2,3,42.0,0,0.0,0.0,0.0,1679,264,0.0,0.0,0
0222_01,2,0,6,41,2,3,20.0,0,1406.0,0.0,0.0,2752,1963,11.0,0.0,0
0222_02,2,1,6,41,2,3,24.0,0,0.0,0.0,0.0,331,1743,0.0,0.0,1
0222_03,2,1,5,14,2,3,16.0,0,0.0,0.0,0.0,614,1963,0.0,0.0,1
0223_01,1,0,7,35,2,3,21.0,0,0.0,2.0,665.0,277,510,0.0,9.0,0
0224_01,2,0,6,42,2,3,32.0,1,181.0,0.0,5.0,2829,1327,1634.0,0.0,0
0225_01,1,1,7,38,1,2,58.0,0,0.0,0.0,0.0,1175,2261,0.0,0.0,1
0229_01,1,0,6,43,2,3,24.0,0,4.0,7.0,0.0,420,1612,713.0,79.0,0
0231_01,2,0,6,44,2,3,30.0,0,85.0,0.0,1.0,1842,1333,1720.0,0.0,0
0232_01,1,1,7,36,2,2,27.0,0,0.0,-1.0,0.0,457,252,0.0,0.0,0
0233_01,2,0,6,45,2,3,32.0,0,56.0,0.0,256.0,1626,994,1438.0,0.0,0
0234_01,1,0,6,50,1,3,43.0,0,-1.0,888.0,0.0,1524,596,0.0,0.0,0
0237_01,3,1,2,11,1,3,42.0,0,0.0,0.0,0.0,1124,2279,0.0,0.0,1
0239_01,2,0,0,0,0,3,37.0,0,637.0,0.0,0.0,446,1418,92.0,319.0,0
0240_01,2,1,6,52,1,3,35.0,0,0.0,0.0,0.0,1764,257,0.0,0.0,1
0241_01,3,-1,5,11,1,1,33.0,0,0.0,1249.0,0.0,1982,1620,4812.0,1116.0,0
0242_01,0,0,6,46,2,3,18.0,0,313.0,1.0,691.0,402,852,283.0,0.0,0
0243_01,1,1,7,37,2,3,21.0,0,0.0,0.0,0.0,1326,2295,0.0,0.0,0
0244_01,2,1,0,0,0,3,43.0,0,0.0,0.0,0.0,2114,1198,0.0,0.0,1
0244_02,2,1,6,47,2,1,14.0,-1,0.0,0.0,0.0,1770,1198,0.0,0.0,1
0245_01,3,0,3,6,1,1,46.0,0,0.0,3571.0,0.0,1758,2036,0.0,7.0,1
0245_02,3,0,3,6,1,3,33.0,0,0.0,86.0,796.0,2441,2036,584.0,10912.0,0
0246_01,2,0,4,8,1,3,21.0,0,2947.0,0.0,287.0,1057,1873,27.0,0.0,0
0248_01,3,0,3,10,2,3,33.0,0,0.0,1.0,0.0,1193,1851,8620.0,1063.0,0
0250_01,1,1,7,38,2,2,47.0,0,-1.0,0.0,0.0,2478,1683,0.0,0.0,0
0251_01,0,1,3,11,2,1,54.0,0,0.0,0.0,0.0,2374,210,0.0,0.0,1
0252_01,1,0,6,53,1,3,30.0,0,335.0,695.0,541.0,1799,963,0.0,0.0,0
0253_01,1,0,7,42,1,3,29.0,0,272.0,615.0,0.0,2001,1232,0.0,1.0,0
0254_01,1,0,6,54,1,3,21.0,0,702.0,172.0,408.0,2849,1615,2.0,6.0,1
0255_01,3,1,1,3,2,3,24.0,0,0.0,0.0,0.0,1027,1632,0.0,0.0,1
0257_01,2,0,6,49,2,1,21.0,0,1664.0,0.0,-1.0,1967,461,0.0,0.0,0
0257_02,2,1,6,49,2,3,60.0,0,0.0,0.0,0.0,2606,461,0.0,0.0,1
0258_01,1,0,6,50,2,3,22.0,0,0.0,0.0,313.0,1052,1346,299.0,92.0,0
0260_01,3,0,5,16,2,3,26.0,0,0.0,4810.0,0.0,1831,1160,981.0,2054.0,0
0261_01,1,0,6,56,1,3,26.0,0,66.0,29.0,0.0,5,227,0.0,803.0,0
0263_01,1,1,7,43,1,3,28.0,0,0.0,0.0,0.0,381,1689,0.0,0.0,1
0265_01,3,1,4,8,2,3,39.0,0,0.0,0.0,0.0,1362,2394,-1.0,0.0,1
0267_01,1,0,6,51,2,3,13.0,0,118.0,0.0,0.0,1326,1452,754.0,1.0,0
0269_01,1,0,6,52,2,1,47.0,0,0.0,231.0,592.0,1458,1324,0.0,0.0,1
0270_01,1,0,6,59,1,3,63.0,0,0.0,25.0,128.0,1735,1502,0.0,1240.0,0
0275_01,3,1,4,9,2,1,-1.0,0,0.0,0.0,0.0,2247,2252,0.0,0.0,1
0277_01,1,0,6,61,1,1,50.0,0,44.0,2390.0,0.0,865,1326,53.0,0.0,1
0278_01,1,0,0,0,0,3,35.0,0,0.0,0.0,0.0,2219,218,888.0,-1.0,0
0278_02,1,0,7,45,1,3,45.0,0,0.0,97.0,0.0,2753,218,14.0,333.0,0
0281_01,1,0,6,63,1,3,19.0,0,0.0,0.0,2078.0,2789,1353,0.0,0.0,1
0282_01,1,0,6,54,2,3,21.0,0,0.0,918.0,0.0,1639,150,0.0,0.0,1
0283_01,1,1,7,46,1,2,29.0,0,0.0,0.0,0.0,2442,1773,0.0,0.0,1
0283_02,1,0,6,64,1,3,22.0,0,146.0,654.0,1.0,112,1773,0.0,2.0,1
0285_01,3,1,5,16,1,3,14.0,0,0.0,0.0,0.0,2350,845,0.0,0.0,1
0285_02,3,1,5,16,1,1,42.0,0,0.0,0.0,0.0,577,845,0.0,0.0,1
0286_01,1,0,6,65,1,1,57.0,0,3.0,1281.0,29.0,206,94,162.0,13.0,0
0287_01,3,1,0,0,0,1,39.0,0,0.0,0.0,0.0,1555,2263,0.0,0.0,1
0287_02,3,0,2,12,1,3,28.0,0,0.0,587.0,32.0,1441,2263,6.0,1460.0,0
0288_01,1,0,6,55,2,1,19.0,0,0.0,0.0,0.0,2544,381,0.0,828.0,0
0289_01,3,1,3,12,2,1,19.0,0,0.0,0.0,0.0,1534,285,0.0,0.0,1
0290_01,3,0,2,7,2,1,26.0,0,0.0,4458.0,0.0,108,1576,1157.0,262.0,1
0290_02,3,1,2,7,2,3,17.0,0,0.0,0.0,0.0,292,1576,0.0,0.0,1
0290_03,3,-1,2,7,2,3,43.0,0,0.0,0.0,0.0,1882,1576,0.0,0.0,1
0290_04,3,0,2,7,2,1,9.0,0,0.0,0.0,0.0,1015,1576,0.0,0.0,1
0291_01,3,0,4,10,2,3,40.0,0,0.0,6500.0,88.0,1228,1055,1090.0,0.0,1
0294_01,3,1,2,8,2,3,50.0,0,0.0,0.0,0.0,2649,307,-1.0,0.0,1
0297_01,1,0,7,47,1,3,24.0,0,90.0,2.0,1324.0,1260,1724,17.0,0.0,1
0298_01,3,1,1,3,1,1,57.0,0,0.0,0.0,0.0,1126,117,0.0,0.0,1
