PassengerId,HomePlanet,CryoSleep,Deck,Num,Side,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,FirstName,LastName,Spa,VRDeck
0332_01,1,1,7,55,1,3,20.0,0,0.0,0.0,0.0,158,2009,0.0,0.0
0335_01,2,0,5,20,2,3,22.0,-1,0.0,0.0,0.0,1962,2035,0.0,0.0
0339_01,1,0,6,75,1,3,52.0,0,356.0,34.0,288.0,944,1942,0.0,124.0
0339_02,1,0,6,75,1,1,15.0,0,638.0,0.0,7.0,1312,166,0.0,0.0
0339_03,1,0,6,75,1,3,25.0,0,10.0,2.0,755.0,2371,166,0.0,9.0
0339_04,1,1,7,56,1,1,14.0,0,0.0,0.0,0.0,1305,758,0.0,0.0
0339_05,1,1,7,56,1,1,-1.0,0,0.0,0.0,0.0,2791,166,0.0,0.0
0339_06,1,0,6,75,1,3,16.0,0,1395.0,0.0,0.0,1178,166,21.0,522.0
0339_07,1,0,7,56,1,3,48.0,0,1.0,0.0,259.0,1041,1942,308.0,450.0
0339_08,1,0,6,75,1,3,36.0,0,0.0,69.0,0.0,760,1942,0.0,796.0
0342_01,1,0,5,19,1,2,19.0,0,0.0,74.0,610.0,2476,1709,0.0,-1.0
0342_02,1,1,7,58,1,2,43.0,0,0.0,0.0,0.0,2613,1709,0.0,0.0
0344_01,3,1,3,8,1,3,32.0,0,0.0,0.0,0.0,2692,2192,0.0,0.0
0344_02,3,0,3,8,1,1,54.0,0,0.0,8.0,4391.0,1915,1560,4882.0,7.0
0349_01,3,-1,1,4,2,3,33.0,0,0.0,1030.0,0.0,2033,2329,3490.0,5832.0
0349_02,3,1,1,4,2,3,21.0,0,0.0,0.0,0.0,2149,2329,0.0,0.0
0349_03,3,0,1,4,2,3,33.0,0,23.0,0.0,737.0,1122,2329,493.0,1373.0
0349_04,3,1,1,4,2,1,28.0,0,0.0,0.0,0.0,365,2329,0.0,0.0
0349_05,3,0,1,4,2,3,23.0,0,0.0,1468.0,0.0,1479,2329,704.0,1193.0
0349_06,3,0,1,4,2,3,26.0,0,8.0,67.0,0.0,51,2329,393.0,1975.0
0351_01,2,1,6,77,1,3,41.0,-1,0.0,0.0,0.0,2329,1552,0.0,0.0
0353_01,1,1,7,61,1,3,2.0,0,-1.0,0.0,0.0,1936,1982,0.0,0.0
0353_02,1,1,7,61,1,2,21.0,0,0.0,0.0,0.0,809,1982,0.0,0.0
0354_01,1,0,6,79,1,2,70.0,0,130.0,0.0,1247.0,639,1869,0.0,3.0
0362_01,1,0,6,80,1,3,20.0,0,0.0,1704.0,3.0,2297,1724,0.0,0.0
0363_01,1,0,5,22,2,3,31.0,0,273.0,722.0,1.0,1797,974,0.0,0.0
0363_02,1,0,5,22,2,3,8.0,0,0.0,0.0,0.0,778,974,0.0,-1.0
0363_03,1,1,5,22,2,3,5.0,0,0.0,0.0,0.0,1329,974,0.0,0.0
0364_01,2,0,6,81,1,3,45.0,0,288.0,0.0,932.0,1975,1907,4.0,0.0
0364_02,2,0,0,0,0,3,37.0,0,731.0,0.0,517.0,2121,1907,50.0,0.0
0366_01,1,1,7,52,2,3,24.0,0,0.0,0.0,0.0,1915,1560,0.0,0.0
0367_01,3,0,4,11,2,1,55.0,0,0.0,538.0,0.0,1081,1620,6.0,5288.0
0374_01,1,0,6,86,1,3,18.0,0,0.0,251.0,-1.0,1350,720,0.0,553.0
0374_02,1,0,0,0,0,3,36.0,0,6.0,0.0,0.0,1363,720,783.0,0.0
0386_01,2,0,4,12,2,3,59.0,0,1678.0,-1.0,0.0,15,812,0.0,0.0
0390_01,1,1,7,67,1,3,61.0,0,0.0,0.0,0.0,82,1278,0.0,0.0
0393_01,1,0,7,58,2,1,46.0,0,4908.0,1.0,3.0,2717,1957,1.0,14.0
0394_01,2,0,6,87,1,3,29.0,0,87.0,1192.0,67.0,676,1504,0.0,3.0
0399_01,1,1,7,68,1,3,18.0,0,0.0,0.0,0.0,573,1833,0.0,0.0
0400_01,3,1,3,10,1,3,20.0,0,0.0,0.0,0.0,7,139,0.0,0.0
0404_01,2,0,6,88,1,3,28.0,0,4.0,0.0,2219.0,2010,2338,0.0,0.0
0406_01,1,0,6,70,2,3,26.0,0,708.0,183.0,10.0,2776,2305,0.0,0.0
0414_01,1,0,6,93,1,3,32.0,0,642.0,0.0,759.0,584,797,332.0,1444.0
0416_01,1,0,5,23,2,3,18.0,0,658.0,0.0,0.0,1028,600,0.0,5.0
0418_01,1,0,6,94,1,3,50.0,0,1.0,0.0,0.0,1328,2260,736.0,0.0
0419_01,1,0,7,70,1,3,47.0,0,239.0,75.0,487.0,40,1441,7.0,0.0
0419_02,1,1,7,70,1,2,15.0,0,0.0,0.0,0.0,1915,1560,0.0,0.0
0419_03,1,1,7,70,1,0,35.0,0,0.0,0.0,0.0,930,1441,0.0,0.0
0420_01,1,0,6,95,1,3,49.0,0,189.0,-1.0,0.0,2294,1397,882.0,0.0
0421_01,3,0,3,12,1,1,32.0,0,0.0,2116.0,6252.0,785,844,0.0,81.0
0422_01,1,0,7,61,2,3,63.0,0,4.0,6.0,0.0,1804,1365,-1.0,835.0
0424_01,2,0,6,73,2,3,54.0,0,129.0,0.0,441.0,227,238,1028.0,0.0
0426_01,1,0,6,74,2,3,21.0,-1,128.0,0.0,20.0,2037,2287,628.0,0.0
0440_01,2,0,4,14,1,3,38.0,0,1030.0,1347.0,197.0,1732,1191,3.0,0.0
0443_01,2,0,5,24,2,3,50.0,0,0.0,0.0,0.0,2673,2079,0.0,0.0
0450_01,1,0,6,82,2,2,32.0,0,1.0,0.0,858.0,361,2022,0.0,689.0
0451_01,3,1,3,17,2,1,33.0,0,0.0,0.0,0.0,2609,1022,0.0,0.0
0455_01,3,0,4,16,1,3,30.0,0,0.0,870.0,67.0,404,1647,1.0,461.0
0464_01,1,1,7,68,2,3,28.0,0,0.0,0.0,0.0,395,67,0.0,-1.0
0467_01,2,1,4,17,1,3,22.0,0,0.0,0.0,0.0,1047,796,0.0,0.0
0467_02,2,1,4,17,1,3,-1.0,0,0.0,0.0,0.0,391,796,0.0,-1.0
0467_03,2,1,4,17,1,1,37.0,0,0.0,0.0,0.0,1407,796,0.0,0.0
0467_04,2,0,4,17,1,3,59.0,0,53.0,0.0,2736.0,2337,796,0.0,0.0
0469_01,3,0,3,18,2,3,31.0,0,0.0,2522.0,0.0,452,473,0.0,2756.0
0473_01,1,0,6,102,1,3,25.0,0,246.0,0.0,541.0,2657,1527,0.0,16.0
0478_01,3,0,3,14,1,3,38.0,0,8.0,147.0,0.0,2810,971,7668.0,46.0
0478_02,3,1,3,14,1,1,37.0,0,0.0,0.0,0.0,942,971,0.0,0.0
0479_01,3,1,2,16,2,1,44.0,0,0.0,0.0,0.0,1036,1233,0.0,0.0
0483_01,3,1,4,18,1,3,28.0,-1,0.0,0.0,0.0,1635,1376,0.0,0.0
0483_02,3,0,4,18,1,3,45.0,0,0.0,0.0,0.0,287,1376,0.0,0.0
0484_01,2,1,6,104,1,1,53.0,0,0.0,0.0,0.0,1160,1801,0.0,0.0
0486_01,1,0,7,75,1,1,21.0,0,0.0,0.0,687.0,111,498,0.0,21.0
0489_01,2,1,5,31,1,3,33.0,0,0.0,0.0,0.0,685,2018,0.0,0.0
0489_02,2,1,6,105,1,3,18.0,0,0.0,0.0,0.0,495,2018,0.0,0.0
0491_01,1,0,6,106,1,2,37.0,0,-1.0,0.0,1022.0,1781,1985,15.0,0.0
0492_01,2,0,4,17,2,3,34.0,0,648.0,0.0,371.0,2470,1856,38.0,0.0
0493_01,1,1,7,72,2,3,46.0,0,0.0,0.0,0.0,1915,1560,0.0,0.0
0494_01,3,1,3,15,1,1,18.0,0,0.0,0.0,0.0,2056,1840,0.0,0.0
0494_02,3,0,3,15,1,3,19.0,0,1.0,1378.0,63.0,311,1840,163.0,659.0
0495_01,1,1,7,73,2,3,4.0,0,0.0,0.0,0.0,1365,1757,0.0,0.0
0495_02,1,1,7,73,2,3,0.0,0,0.0,0.0,0.0,356,1757,0.0,0.0
0495_03,1,1,7,73,2,3,12.0,0,0.0,0.0,0.0,1917,1757,0.0,0.0
0495_04,1,0,7,73,2,3,7.0,0,0.0,0.0,0.0,504,1757,0.0,0.0
0495_05,1,0,7,73,2,3,34.0,0,1729.0,17.0,0.0,2450,1757,-1.0,1298.0
0495_06,1,0,7,73,2,3,10.0,0,0.0,0.0,0.0,1812,1757,0.0,0.0
0496_01,1,0,7,77,1,1,0.0,0,-1.0,0.0,0.0,946,465,0.0,0.0
0496_02,1,1,7,77,1,2,14.0,0,0.0,0.0,0.0,314,465,0.0,0.0
0497_01,2,1,6,107,1,3,27.0,0,0.0,0.0,0.0,1867,1748,0.0,0.0
0505_01,1,0,6,108,1,3,21.0,0,15.0,345.0,18.0,1784,79,486.0,0.0
0508_01,3,0,4,20,1,1,37.0,0,4105.0,2081.0,1.0,859,509,118.0,446.0
0509_01,1,1,0,0,0,3,29.0,0,0.0,0.0,0.0,260,2348,0.0,0.0
0511_01,1,0,7,76,2,0,17.0,0,441.0,0.0,131.0,2635,1559,315.0,5.0
0514_01,1,1,7,79,1,3,17.0,0,0.0,0.0,0.0,2883,1449,0.0,0.0
0524_01,3,0,8,0,2,3,35.0,0,0.0,6442.0,672.0,76,2,238.0,60.0
0526_01,1,1,7,80,1,3,34.0,0,0.0,0.0,0.0,2168,794,0.0,0.0
0530_01,3,0,2,21,2,3,17.0,0,760.0,752.0,0.0,1183,1971,16.0,2471.0
0530_02,3,0,2,21,2,1,39.0,0,0.0,547.0,0.0,1558,1971,1121.0,4641.0
0530_03,3,1,2,21,2,1,56.0,-1,0.0,0.0,0.0,1775,1971,0.0,0.0
0532_01,3,0,2,22,2,1,35.0,0,3424.0,20.0,0.0,1380,215,442.0,1130.0
0532_02,3,1,2,22,2,3,17.0,0,0.0,0.0,0.0,2136,215,0.0,0.0
0535_01,1,0,5,34,2,2,29.0,0,0.0,0.0,288.0,2041,613,395.0,0.0
0536_01,2,0,6,94,2,3,15.0,0,4922.0,0.0,2427.0,534,2012,0.0,0.0
0536_02,2,0,5,35,2,0,37.0,0,1063.0,133.0,99.0,2829,2012,2.0,0.0
0541_01,3,1,2,23,2,3,36.0,0,0.0,0.0,0.0,838,989,0.0,0.0
0543_01,1,1,7,85,1,3,36.0,0,0.0,0.0,0.0,1252,1410,0.0,0.0
0544_01,3,0,3,20,2,3,18.0,0,4.0,9352.0,0.0,2792,315,10.0,46.0
0554_01,2,0,6,112,1,3,61.0,0,2221.0,0.0,0.0,2335,1056,1.0,0.0
0557_01,2,1,6,113,1,3,45.0,0,0.0,0.0,0.0,2881,2366,0.0,0.0
0557_02,2,1,6,113,1,3,21.0,0,0.0,0.0,0.0,1035,2366,0.0,0.0
0558_01,1,0,6,101,2,3,65.0,0,0.0,804.0,0.0,2652,1006,0.0,0.0
0562_01,2,0,6,104,2,3,27.0,0,286.0,0.0,1023.0,1419,2017,0.0,0.0
0562_02,2,1,6,104,2,3,13.0,0,0.0,0.0,0.0,981,2017,0.0,0.0
0574_01,2,0,0,0,0,3,32.0,-1,2543.0,1.0,55.0,1057,318,0.0,0.0
0578_01,1,1,7,84,2,3,17.0,0,0.0,0.0,0.0,1778,2287,0.0,0.0
0578_02,1,-1,7,84,2,3,44.0,0,0.0,0.0,0.0,643,2287,0.0,0.0
0584_01,1,1,7,88,1,3,21.0,0,0.0,0.0,0.0,2428,2261,0.0,0.0
0584_02,1,0,6,119,1,3,16.0,0,0.0,379.0,0.0,2414,2261,2488.0,1.0
0592_01,1,0,6,122,1,3,41.0,0,0.0,1032.0,0.0,2100,368,0.0,32.0
0595_01,1,1,7,88,2,3,40.0,0,0.0,0.0,0.0,784,1837,0.0,0.0
0601_01,1,0,7,92,1,3,16.0,0,0.0,492.0,0.0,945,1428,0.0,0.0
0604_01,1,0,6,127,1,3,17.0,0,0.0,24.0,673.0,806,891,0.0,0.0
0605_01,1,0,6,110,2,3,40.0,0,5.0,0.0,3.0,494,1348,447.0,424.0
0606_01,1,1,7,93,1,2,37.0,0,0.0,0.0,0.0,2358,619,0.0,0.0
0613_01,3,1,2,26,1,3,53.0,0,0.0,0.0,0.0,2411,344,0.0,0.0
0613_02,3,1,2,26,1,3,42.0,0,0.0,0.0,0.0,1555,344,0.0,0.0
0616_01,0,0,5,40,2,3,31.0,0,0.0,428.0,-1.0,1204,1651,1154.0,1025.0
0617_01,2,0,6,130,1,0,18.0,0,1644.0,430.0,158.0,2337,1053,0.0,0.0
0620_01,2,0,6,132,1,3,51.0,1,755.0,6.0,284.0,1540,1586,102.0,-1.0
0620_02,2,0,6,132,1,0,20.0,0,0.0,0.0,1281.0,1276,1586,8.0,0.0
0620_03,2,0,6,132,1,1,19.0,0,0.0,0.0,1435.0,2648,1586,15.0,0.0
0621_01,1,0,5,41,2,3,22.0,0,499.0,46.0,174.0,2535,472,61.0,7.0
0622_01,3,0,2,27,1,1,41.0,0,0.0,1528.0,11.0,823,1489,10243.0,17.0
